epub_Date,Journal,xml_file_name,article_title,Prism,ImageJ,Matlab,Fiji,R
23-4-2019,Cell_Rep,PMC6486488.nxml,YAP Activity Is Necessary and Sufficient for Basal Progenitor Abundance and Proliferation in the Developing Neocortex,2,0,0,2,0
23-4-2019,Cell_Rep,PMC6486488.nxml,YAP Activity Is Necessary and Sufficient for Basal Progenitor Abundance and Proliferation in the Developing Neocortex,2,0,0,2,0
23-4-2019,Cell_Rep,PMC6486488.nxml,YAP Activity Is Necessary and Sufficient for Basal Progenitor Abundance and Proliferation in the Developing Neocortex,2,0,0,2,0
23-4-2019,Cell_Rep,PMC6486488.nxml,YAP Activity Is Necessary and Sufficient for Basal Progenitor Abundance and Proliferation in the Developing Neocortex,2,0,0,2,0
23-4-2019,Cell_Rep,PMC6486488.nxml,YAP Activity Is Necessary and Sufficient for Basal Progenitor Abundance and Proliferation in the Developing Neocortex,2,0,0,2,0
22-1-2019,Cell_Rep,PMC6344342.nxml,Impaired LXRα Phosphorylation Attenuates Progression of Fatty Liver Disease,0,1,0,0,0
22-1-2019,Cell_Rep,PMC6344342.nxml,Impaired LXRα Phosphorylation Attenuates Progression of Fatty Liver Disease,0,1,0,0,0
08-10-2019,Cell_Rep,PMC6815225.nxml,Shank Proteins Couple the Endocytic Zone to the Postsynaptic Density to Control Trafficking and Signaling of Metabotropic Glutamate Receptor 5,2,2,2,2,0
26-12-2018,Cell_Rep,PMC6315085.nxml,Altered γ-Secretase Processing of APP Disrupts Lysosome and Autophagosome Function in Monogenic Alzheimer’s Disease,2,2,0,0,0
26-12-2018,Cell_Rep,PMC6315085.nxml,Altered γ-Secretase Processing of APP Disrupts Lysosome and Autophagosome Function in Monogenic Alzheimer’s Disease,2,2,0,0,0
26-12-2018,Cell_Rep,PMC6315085.nxml,Altered γ-Secretase Processing of APP Disrupts Lysosome and Autophagosome Function in Monogenic Alzheimer’s Disease,2,2,0,0,0
10-9-2019,Cell_Rep,PMC6791812.nxml,Orphan Nuclear Receptor NR2F6 Suppresses T Follicular Helper Cell Accumulation through Regulation of IL-21,2,0,0,2,0
10-9-2019,Cell_Rep,PMC6791812.nxml,Orphan Nuclear Receptor NR2F6 Suppresses T Follicular Helper Cell Accumulation through Regulation of IL-21,2,0,0,2,0
10-9-2019,Cell_Rep,PMC6791812.nxml,Orphan Nuclear Receptor NR2F6 Suppresses T Follicular Helper Cell Accumulation through Regulation of IL-21,2,0,0,2,0
13-8-2019,Cereb_Cortex,PMC7132966.nxml,Pulvinar Modulates Contrast Responses in the Visual Cortex as a Function of Cortical Hierarchy,0,0,1,0,1
11-3-2020,Cells,PMC7140671.nxml,Is T Cell Negative Selection a Learning Algorithm?,0,0,0,0,1
14-4-2020,Cells,PMC7227000.nxml,Hyperthermia Increases Neurotoxicity Associated with Novel Methcathinones,1,0,0,0,0
22-8-2020,Cells,PMC7564045.nxml,Role of Jagged1-mediated Notch Signaling Activation in the Differentiation and Stratification of the Human Limbal Epithelium,0,1,0,0,0
17-9-2020,Children_(Basel),PMC7552693.nxml,Comparison of Blood Pressure and Kidney Markers between Adolescent Former Preterm Infants and Term Controls,0,0,0,0,1
2-8-2019,Commun_Biol,PMC6677725.nxml,Sensorimotor transformation elicits systematic patterns of activity along the dorsoventral extent of the superior colliculus in the macaque monkey,0,0,1,0,0
2-8-2019,Commun_Biol,PMC6677725.nxml,Sensorimotor transformation elicits systematic patterns of activity along the dorsoventral extent of the superior colliculus in the macaque monkey,0,0,1,0,0
2-8-2019,Commun_Biol,PMC6677725.nxml,Sensorimotor transformation elicits systematic patterns of activity along the dorsoventral extent of the superior colliculus in the macaque monkey,0,0,1,0,0
2-8-2019,Commun_Biol,PMC6677725.nxml,Sensorimotor transformation elicits systematic patterns of activity along the dorsoventral extent of the superior colliculus in the macaque monkey,0,0,1,0,0
2-8-2019,Commun_Biol,PMC6677725.nxml,Sensorimotor transformation elicits systematic patterns of activity along the dorsoventral extent of the superior colliculus in the macaque monkey,0,0,1,0,0
2-8-2019,Commun_Biol,PMC6677725.nxml,Sensorimotor transformation elicits systematic patterns of activity along the dorsoventral extent of the superior colliculus in the macaque monkey,0,0,1,0,0
2-8-2019,Commun_Biol,PMC6677725.nxml,Sensorimotor transformation elicits systematic patterns of activity along the dorsoventral extent of the superior colliculus in the macaque monkey,0,0,1,0,0
2-8-2019,Commun_Biol,PMC6677725.nxml,Sensorimotor transformation elicits systematic patterns of activity along the dorsoventral extent of the superior colliculus in the macaque monkey,0,0,1,0,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
17-9-2020,Curr_Biol,PMC7497780.nxml,Cdk1 Phosphorylation of the Dam1 Complex Strengthens Kinetochore-Microtubule Attachments,2,2,0,2,0
29-5-2020,Dev_Cogn_Neurosci,PMC7284013.nxml,Head motion during fMRI tasks is reduced in children and adults if participants take breaks,0,0,0,0,1
9-7-2018,Diabetologia,PMC6096631.nxml,Magnesium deficiency prevents high-fat-diet-induced obesity in mice,1,1,0,0,1
13-11-2018,Diabetologia,PMC6323097.nxml,Increased NEFA levels reduce blood Mg2+ in hypertriacylglycerolaemic states via direct binding of NEFA to Mg2+,1,0,0,0,0
11-5-2020,Dis_Markers,PMC7238334.nxml,Comprehensive Analysis of Tumor-Infiltrating Immune Cells and Relevant Therapeutic Strategy in Esophageal Cancer,1,0,0,0,0
26-6-2020,Dis_Model_Mech,PMC7328144.nxml,A Drosophila model to study retinitis pigmentosa pathology associated with mutations in the core splicing factor Prp8,1,3,0,0,0
22-3-2019,EBioMedicine,PMC6492224.nxml,"Tau antibody chimerization alters its charge and binding, thereby reducing its cellular uptake and efficacy",1,2,0,0,0
30-1-2019,EBioMedicine,PMC6413477.nxml,Cytosolic 5′-nucleotidase 1A is overexpressed in pancreatic cancer and mediates gemcitabine resistance by reducing intracellular gemcitabine metabolites,2,0,0,2,0
24-5-2020,EBioMedicine,PMC7251378.nxml,Patient-derived pancreatic tumour organoids identify therapeutic responses to oncolytic adenoviruses,1,1,0,0,1
13-6-2020,EBioMedicine,PMC7298655.nxml,The Inhibition of Protein Kinase C β Contributes to the Pathogenesis of Preeclampsia by Activating Autophagy,0,2,0,0,0
05-7-2019,EBioMedicine,PMC6642320.nxml,Fibrates as drugs with senolytic and autophagic activity for osteoarthritis therapy,2,2,0,0,0
03-1-2020,EBioMedicine,PMC6948172.nxml,Vezf1 regulates cardiac structure and contractile function,0,1,0,0,0
12-3-2019,EBioMedicine,PMC6442989.nxml,Value of folate receptor-positive circulating tumour cells in the clinical management of indeterminate lung nodules: A non-invasive biomarker for predicting malignancy and tumour invasiveness,2,0,0,0,0
06-4-2017,EBioMedicine,PMC5405198.nxml,Batf3-dependent CD8α+ Dendritic Cells Aggravates Atherosclerosis via Th1 Cell Induction and Enhanced CCL5 Expression in Plaque Macrophages,1,0,0,0,0
27-4-2020,EBioMedicine,PMC7186774.nxml,Zika virus envelope nanoparticle antibodies protect mice without risk of disease enhancement,1,0,0,0,0
17-10-2019,EBioMedicine,PMC6838390.nxml,Accumulation of mitochondrial 7S DNA in idiopathic and LRRK2 associated Parkinson's disease,0,0,0,2,0
12-9-2017,EBioMedicine,PMC5652006.nxml,Transcriptome Analysis Uncovers a Growth-Promoting Activity of Orosomucoid-1 on Hepatocytes,0,0,0,0,1
09-1-2019,EBioMedicine,PMC6413675.nxml,LRH1-driven transcription factor circuitry for hepatocyte identity: Super-enhancer cistromic analysis,0,0,0,0,1
31-1-2019,EBioMedicine,PMC6413467.nxml,Micro-RNAs secreted through astrocyte-derived extracellular vesicles cause neuronal network degeneration in C9orf72 ALS,2,0,0,0,0
30-7-2019,EBioMedicine,PMC6712350.nxml,CTC phenotyping for a preoperative assessment of tumor metastasis and overall survival of pancreatic ductal adenocarcinoma patients,0,2,1,0,1
29-6-2016,EBioMedicine,PMC5006644.nxml,Targeting the Ca2 + Sensor STIM1 by Exosomal Transfer of Ebv-miR-BART13-3p is Associated with Sjögren's Syndrome,0,1,0,0,0
25-8-2020,EMBO_J,PMC7560216.nxml,AP‐3 vesicle uncoating occurs after HOPS‐dependent vacuole tethering,0,0,0,0,1
27-5-2019,EMBO_J,PMC6669922.nxml,Endosome and Golgi‐associated degradation (EGAD) of membrane proteins regulates sphingolipid metabolism,0,1,0,0,0
20-4-2018,Endocrinology,PMC6093335.nxml,Nicotinamide Nucleotide Transhydrogenase as a Novel Treatment Target in Adrenocortical Carcinoma,1,0,0,0,0
6-12-2018,Environ_Health_Perspect,PMC6371646.nxml,Use of a Mouse Model of Experimentally Induced Endometriosis to Evaluate and Compare the Effects of Bisphenol A and Bisphenol AF Exposure,1,0,0,0,0
22-1-2019,Epigenetics_Chromatin,PMC6341619.nxml,Preconception paternal alcohol exposure exerts sex-specific effects on offspring growth and long-term metabolic programming,1,1,0,0,0
15-6-2017,Epigenetics_Chromatin,PMC5471693.nxml,Dosage compensation and sex-specific epigenetic landscape of the X chromosome in the pea aphid,0,0,0,0,1
11-12-2018,Eur_J_Neurosci,PMC6618256.nxml,Task‐dependent responses to muscle vibration during reaching,0,0,0,0,1
13-1-2020,Exp_Brain_Res,PMC7007906.nxml,"Visual cues, expectations, and sensorimotor memories in the prediction and perception of object dynamics during manipulation",0,0,1,0,1
1-12-2017,F1000Res,PMC5747336.nxml,"Infectious pancreatic necrosis virus triggers antiviral immune response in rainbow trout red blood cells, despite not being infective",1,0,0,0,0
3-12-2018,F1000Res,PMC6343231.nxml,"Nucleocytoplasmic distribution of S6K1 depends on the density and motility of MCF-7 cells
in vitro
",0,0,0,1,0
18-7-2020,F1000Res,PMC7309417.nxml,"A miRNA screen procedure identifies
garz as an essential factor in adult glia functions and validates
Drosophila as a beneficial 3Rs model to study glial functions and GBF1 biology",1,0,0,1,0
2-8-2017,F1000Res,PMC5553083.nxml,Improved deconvolution of very weak confocal signals,0,1,0,0,0
30-1-2018,F1000Res,PMC5820608.nxml,Identification of diverse defense mechanisms in rainbow trout red blood cells in response to halted replication of VHS virus,1,0,0,0,0
22-1-2019,Front_Bioeng_Biotechnol,PMC6360510.nxml,Impaired Wound Healing of Alveolar Lung Epithelial Cells in a Breathing Lung-On-A-Chip,2,0,0,2,0
22-7-2020,Front_Bioeng_Biotechnol,PMC7388684.nxml,Computational Modeling of Fructose Metabolism and Development in NAFLD,0,0,2,0,0
23-10-2020,Front_Behav_Neurosci,PMC7645110.nxml,"The Risky Closed Economy: A Holistic, Longitudinal Approach to Studying Fear and Anxiety in Rodents",2,0,0,0,0
24-7-2018,Front_Behav_Neurosci,PMC6066544.nxml,Regressions Fit for Purpose: Models of Locust Phase State Must Not Conflate Morphology With Behavior,0,0,0,0,2
05-10-2020,Front_Behav_Neurosci,PMC7571264.nxml,Insidious Transmission of a Stress-Related Neuroadaptation,2,0,0,0,0
03-9-2020,Front_Behav_Neurosci,PMC7494826.nxml,Pupillary Dilations of Mice Performing a Vibrotactile Discrimination Task Reflect Task Engagement and Response Confidence,0,0,6,0,0
21-12-2018,Front_Behav_Neurosci,PMC6308144.nxml,Behavior Responses to Chemical and Optogenetic Stimuli in Drosophila Larvae,0,0,2,0,0
11-9-2018,Front_Behav_Neurosci,PMC6141658.nxml,Neurobiology of Wild and Hatchery-Reared Atlantic Salmon: How Nurture Drives Neuroplasticity,0,0,0,2,0
13-11-2018,Front_Behav_Neurosci,PMC6243047.nxml,Sex-Dependent Motor Deficit and Increased Anxiety-Like States in Mice Lacking Autism-Associated Gene Slit3,4,0,0,0,0
17-2-2017,Front_Aging_Neurosci,PMC5313508.nxml,"Crossed Cerebellar Atrophy of the Lateral Cerebellar Nucleus in an Endothelin-1-Induced, Rodent Model of Ischemic Stroke",2,2,0,0,0
13-4-2018,Front_Aging_Neurosci,PMC5908973.nxml,Brain Transcriptomic Analysis of Hereditary Cerebral Hemorrhage With Amyloidosis-Dutch Type,2,0,0,0,0
26-6-2018,Front_Aging_Neurosci,PMC6028735.nxml,Preventing P-gp Ubiquitination Lowers Aβ Brain Levels in an Alzheimer’s Disease Mouse Model,2,2,0,0,0
14-8-2018,Front_Comput_Neurosci,PMC6102381.nxml,Effect of Stimulus Contrast and Visual Attention on Spike-Gamma Phase Relationship in Macaque Primary Visual Cortex,0,0,2,0,0
28-5-2020,Front_Cell_Dev_Biol,PMC7270358.nxml,Glia-Mediated Regenerative Response Following Acute Excitotoxic Damage in the Postnatal Squamate Retina,0,0,0,2,0
06-6-2019,Front_Cell_Dev_Biol,PMC6562337.nxml,Rewiring the Regenerated Zebrafish Retina: Reemergence of Bipolar Neurons and Cone-Bipolar Circuitry Following an Inner Retinal Lesion,0,0,0,2,0
16-3-2017,Front_Cell_Dev_Biol,PMC5352711.nxml,CaMKII Signaling Stimulates Mef2c Activity In Vitro but Only Minimally Affects Murine Long Bone Development in vivo,1,0,0,0,0
28-8-2018,Front_Chem,PMC6121091.nxml,Essentials of Aquaphotomics and Its Chemometrics Approaches,0,0,0,0,2
15-3-2017,Front_Cell_Infect_Microbiol,PMC5350129.nxml,Sodium Octanoate Modulates the Innate Immune Response of Bovine Mammary Epithelial Cells through the TLR2/P38/JNK/ERK1/2 Pathway: Implications during Staphylococcus aureus Internalization,0,2,0,0,0
23-10-2018,Front_Cell_Neurosci,PMC6205974.nxml,Intravitreal AAV-Delivery of Genetically Encoded Sensors Enabling Simultaneous Two-Photon Imaging and Electrophysiology of Optic Nerve Axons,2,2,2,0,0
24-7-2018,Front_Cell_Neurosci,PMC6066613.nxml,"Microglia Responses to Pro-inflammatory Stimuli (LPS, IFNγ+TNFα) and Reprogramming by Resolving Cytokines (IL-4, IL-10)",1,0,0,0,1
03-8-2020,Front_Cell_Neurosci,PMC7416670.nxml,HIF-1α Mediates TRAIL-Induced Neuronal Apoptosis via Regulating DcR1 Expression Following Traumatic Brain Injury,0,2,0,0,0
28-3-2019,Front_Cell_Neurosci,PMC6447607.nxml,Functional Development of Principal Neurons in the Anteroventral Cochlear Nucleus Extends Beyond Hearing Onset,0,0,2,0,0
14-11-2018,Front_Cell_Neurosci,PMC6262317.nxml,Spiking Pattern of the Mouse Developing Inner Hair Cells Is Mostly Invariant Along the Tonotopic Axis,0,0,2,0,0
12-7-2019,Front_Cell_Neurosci,PMC6640005.nxml,A Role for Drosophila Amyloid Precursor Protein in Retrograde Trafficking of L1-Type Cell Adhesion Molecule Neuroglian,2,0,0,0,0
31-7-2019,Front_Cell_Neurosci,PMC6685360.nxml,Nrf2 Induction Re-establishes a Proper Neuronal Differentiation Program in Friedreich’s Ataxia Neural Stem Cells,2,0,0,0,0
08-1-2020,Front_Cell_Neurosci,PMC6960224.nxml,Social Stress-Induced Postsynaptic Hyporesponsiveness in Glutamatergic Synapses Is Mediated by PSD-Zip70-Rap2 Pathway and Relates to Anxiety-Like Behaviors,0,2,0,0,0
03-5-2018,Front_Cell_Neurosci,PMC5946019.nxml,Comparing Effects of Transforming Growth Factor β1 on Microglia From Rat and Mouse: Transcriptional Profiles and Potassium Channels,2,2,0,0,2
04-1-2018,Front_Cell_Neurosci,PMC5758499.nxml,Enhanced Transmission at the Calyx of Held Synapse in a Mouse Model for Angelman Syndrome,0,1,0,0,0
13-9-2019,Front_Cell_Neurosci,PMC6753199.nxml,Proliferation of Inhibitory Input to the Substantia Nigra in Experimental Parkinsonism,0,0,2,0,0
20-11-2018,Front_Cell_Neurosci,PMC6262307.nxml,Sex- and Development-Dependent Responses of Rat Microglia to Pro- and Anti-inflammatory Stimulation,2,0,0,0,2
30-10-2017,Front_Cell_Neurosci,PMC5670145.nxml,Down-regulation of NTPDase2 and ADP-sensitive P2 Purinoceptors Correlate with Severity of Symptoms during Experimental Autoimmune Encephalomyelitis,0,2,0,0,0
23-5-2018,Front_Cell_Neurosci,PMC5974336.nxml,Visualization of Synchronous or Asynchronous Release of Single Synaptic Vesicle in Active-Zone-Like Membrane Formed on Neuroligin-Coated Glass Surface,0,0,2,0,0
13-2-2018,Front_Cell_Neurosci,PMC5816824.nxml,Electrophysiological and Morphological Characterization of Chrna2 Cells in the Subiculum and CA1 of the Hippocampus: An Optogenetic Investigation,0,4,0,0,0
28-9-2020,Front_Cell_Neurosci,PMC7549402.nxml,Parvalbumin-Deficiency Accelerates the Age-Dependent ROS Production in Pvalb Neurons in vivo: Link to Neurodevelopmental Disorders,2,0,0,2,0
20-9-2017,Front_Cell_Neurosci,PMC5611444.nxml,"Arc Interacts with the Integral Endoplasmic Reticulum Protein, Calnexin",0,2,0,0,0
26-10-2020,Front_Endocrinol_(Lausanne),PMC7649136.nxml,The Two Faces of Janus: Why Thyrotropin as a Cardiovascular Risk Factor May Be an Ambiguous Target,0,0,0,0,1
05-7-2017,Front_Endocrinol_(Lausanne),PMC5497248.nxml,Prolyl Hydroxylase Domain-2 Inhibition Improves Skeletal Muscle Regeneration in a Male Murine Model of Obesity,1,1,0,0,0
03-7-2020,Front_Genet,PMC7350896.nxml,Functional Genetic Polymorphisms in the IL1RL1–IL18R1 Region Confer Risk for Ocular Behçet’s Disease in a Chinese Han Population,1,0,0,0,0
26-4-2019,Front_Hum_Neurosci,PMC6499032.nxml,A Riemannian Modification of Artifact Subspace Reconstruction for EEG Artifact Handling,0,0,2,0,0
08-3-2017,Front_Hum_Neurosci,PMC5340797.nxml,Acoustic Enhancement of Sleep Slow Oscillations and Concomitant Memory Improvement in Older Adults,0,0,2,0,2
14-1-2019,Front_Hum_Neurosci,PMC6339902.nxml,The Positive Brain – Resting State Functional Connectivity in Highly Vital and Flourishing Individuals,0,0,2,0,0
30-7-2018,Front_Immunol,PMC6077262.nxml,Adipocytes Promote Early Steps of Breast Cancer Cell Dissemination via Interleukin-8,1,0,0,2,0
04-6-2019,Front_Immunol,PMC6558013.nxml,IL-10/STAT3/SOCS3 Axis Is Involved in the Anti-inflammatory Effect of Benznidazole,1,1,0,1,0
26-4-2019,Front_Immunol,PMC6497971.nxml,Diet Rich in Animal Protein Promotes Pro-inflammatory Macrophage Response and Exacerbates Colitis in Mice,2,0,0,0,0
27-11-2019,Front_Immunol,PMC6892974.nxml,Hematopoietic Stem Cell Transplantation Restores Naïve T-Cell Populations in Atm-Deficient Mice and in Preemptively Treated Patients With Ataxia-Telangiectasia,2,0,0,0,0
19-2-2018,Front_Immunol,PMC5827559.nxml,Functional and Phenotypic Changes of Natural Killer Cells in Whole Blood during Mycobacterium tuberculosis Infection and Disease,1,0,0,0,0
04-9-2020,Front_Immunol,PMC7500101.nxml,CD226 Deletion Reduces Type 1 Diabetes in the NOD Mouse by Impairing Thymocyte Development and Peripheral T Cell Activation,2,0,0,0,0
24-4-2018,Front_Immunol,PMC5928208.nxml,"SYK Inhibition Induces Apoptosis in Germinal Center-Like B Cells by Modulating the Antiapoptotic Protein Myeloid Cell Leukemia-1, Affecting B-Cell Activation and Antibody Production",1,0,0,0,0
28-2-2020,Front_Immunol,PMC7058663.nxml,Oral Administration of Flavonifractor plautii Strongly Suppresses Th2 Immune Responses in Mice,2,2,0,0,0
14-7-2017,Front_Immunol,PMC5509794.nxml,Anaphylatoxin C5a Regulates 6-Sulfo-LacNAc Dendritic Cell Function in Human through Crosstalk with Toll-Like Receptor-Induced CREB Signaling,1,0,0,0,0
23-7-2019,Front_Immunol,PMC6665953.nxml,Enhanced Immunomodulation in Inflammatory Environments Favors Human Cardiac Mesenchymal Stromal-Like Cells for Allogeneic Cell Therapies,2,0,0,0,0
27-8-2019,Front_Immunol,PMC6718564.nxml,"High Activation of γδ T Cells and the γδ2pos T-Cell Subset Is Associated With the Onset of Tuberculosis-Associated Immune Reconstitution Inflammatory Syndrome, ANRS 12153 CAPRI NK",2,0,0,0,0
14-6-2019,Front_Immunol,PMC6587398.nxml,"Manipulation of Gut Microbiota Influences Immune Responses, Axon Preservation, and Motor Disability in a Model of Progressive Multiple Sclerosis",2,0,0,0,0
17-3-2020,Front_Synaptic_Neurosci,PMC7092624.nxml,Astrocytic Ephrin-B1 Controls Synapse Formation in the Hippocampus During Learning and Memory,8,0,0,0,0
04-4-2018,Front_Neuroinform,PMC5893720.nxml,"NeuroMatic: An Integrated Open-Source Software Toolkit for Acquisition, Analysis and Simulation of Electrophysiological Data",0,0,2,0,0
30-9-2020,Front_Neuroinform,PMC7555610.nxml,A Multi-Scale Computational Model of Excitotoxic Loss of Dopaminergic Cells in Parkinson's Disease,0,0,2,0,0
26-9-2018,Front_Neuroinform,PMC6168625.nxml,A Segmentation Scheme for Complex Neuronal Arbors and Application to Vibration Sensitive Neurons in the Honeybee Brain,0,0,0,2,0
23-5-2018,Front_Nutr,PMC5974923.nxml,Incorporation of Dairy Lipids in the Diet Increased Long-Chain Omega-3 Fatty Acids Status in Post-weaning Rats,0,0,0,0,2
29-10-2020,Front_Neuroanat,PMC7658414.nxml,Localization of Vasoactive Intestinal Polypeptide Receptor 1 (VPAC1) in Hypothalamic Neuroendocrine Oxytocin Neurons; A Potential Role in Circadian Prolactin Secretion,0,2,0,0,0
18-3-2016,Front_Neuroanat,PMC4797683.nxml,Distinctive Features of the Human Marginal Zone and Cajal–Retzius Cells: Comparison of Morphological and Immunocytochemical Features at Midgestation,0,0,0,1,0
15-8-2018,Front_Neuroanat,PMC6104128.nxml,Optimization of GFP Fluorescence Preservation by a Modified uDISCO Clearing Protocol,0,2,0,0,0
04-9-2020,Front_Neuroanat,PMC7507425.nxml,Monosynaptic Projections to Excitatory and Inhibitory preBötzinger Complex Neurons,0,2,0,0,0
